comment_id,violence,confidence,index
39073,0.0,1.0,0
13076,2.0,1.0,1
21293,0.0,1.0,2
43507,0.0,1.0,3
29154,0.0,1.0,4
43935,3.0,1.0,5
20384,0.0,1.0,6
15802,2.0,1.0,7
1253,0.0,1.0,8
20070,4.0,1.0,9
20065,0.0,1.0,10
12121,0.0,1.0,11
38267,3.0,1.0,12
809,4.0,1.0,13
20021,3.0,1.0,14
8369,4.0,1.0,15
20043,2.0,1.0,16
11064,4.0,1.0,17
20004,4.0,1.0,18
20048,0.0,1.0,19
19671,2.0,1.0,20
20012,4.0,1.0,21
42092,2.0,1.0,22
8937,0.0,1.0,23
19815,2.0,1.0,24
41212,4.0,1.0,25
20007,4.0,1.0,26
6214,0.0,1.0,27
37970,0.0,1.0,28
20016,4.0,1.0,29
28621,0.0,1.0,30
25932,4.0,1.0,31
38787,0.0,1.0,32
20029,2.0,1.0,33
2009,3.0,1.0,34
38423,0.0,1.0,35
20062,0.0,1.0,36
29710,4.0,1.0,37
34899,0.0,1.0,38
20064,0.0,1.0,39
20028,3.0,1.0,40
13756,0.0,1.0,41
20067,0.0,1.0,42
19343,0.0,1.0,43
23410,0.0,1.0,44
20018,0.0,1.0,45
11248,0.0,1.0,46
15312,0.0,1.0,47
20014,2.0,1.0,48
20053,0.0,1.0,49
42897,0.0,1.0,50
20033,0.0,1.0,51
26548,4.0,1.0,52
20034,4.0,1.0,53
4458,0.0,1.0,54
42704,2.0,1.0,55
43793,2.0,1.0,56
2173,4.0,1.0,57
49597,0.0,1.0,58
11466,2.0,1.0,59
20005,4.0,1.0,60
42470,0.0,1.0,61
42646,4.0,1.0,62
20009,4.0,1.0,63
48425,0.0,1.0,64
8041,0.0,1.0,65
16493,0.0,1.0,66
20057,,0.0,67
20055,0.0,1.0,68
13674,2.0,1.0,69
22918,2.0,1.0,70
20020,2.0,1.0,71
24631,4.0,1.0,72
6616,0.0,1.0,73
17732,2.0,1.0,74
10476,0.0,1.0,75
2747,0.0,1.0,76
15026,0.0,1.0,77
31779,0.0,1.0,78
30261,0.0,1.0,79
8503,0.0,1.0,80
30061,0.0,1.0,81
2952,0.0,1.0,82
25918,3.0,1.0,83
18090,0.0,1.0,84
23301,2.0,1.0,85
39711,0.0,1.0,86
20052,0.0,1.0,87
18496,0.0,1.0,88
10031,0.0,1.0,89
38528,0.0,1.0,90
28547,0.0,1.0,91
8603,2.0,1.0,92
17157,0.0,1.0,93
45259,0.0,1.0,94
41924,0.0,1.0,95
15118,3.0,1.0,96
20010,4.0,1.0,97
4762,0.0,1.0,98
36873,0.0,1.0,99
20015,2.0,1.0,100
5212,0.0,1.0,101
25804,0.0,1.0,102
25862,0.0,1.0,103
23517,4.0,1.0,104
4145,3.0,1.0,105
21006,3.0,1.0,106
39561,3.0,1.0,107
1550,0.0,1.0,108
29939,2.0,1.0,109
20013,4.0,1.0,110
22394,0.0,1.0,111
34734,0.0,1.0,112
40455,0.0,1.0,113
20068,4.0,1.0,114
21406,0.0,1.0,115
30665,2.0,1.0,116
20026,0.0,1.0,117
20059,0.0,1.0,118
8994,0.0,1.0,119
20024,0.0,1.0,120
4587,0.0,1.0,121
26493,2.0,1.0,122
20038,0.0,1.0,123
43442,2.0,1.0,124
16178,2.0,1.0,125
47205,3.0,1.0,126
26842,0.0,1.0,127
21275,2.0,1.0,128
27786,4.0,1.0,129
32962,4.0,1.0,130
49016,2.0,1.0,131
20045,4.0,1.0,132
7479,0.0,1.0,133
20069,0.0,1.0,134
20088,2.0,1.0,135
2088,2.0,1.0,136
18346,0.0,1.0,137
26170,0.0,1.0,138
36180,0.0,1.0,139
20008,4.0,1.0,140
22489,0.0,1.0,141
19431,2.0,1.0,142
1645,4.0,1.0,143
28525,0.0,1.0,144
20017,2.0,1.0,145
28203,2.0,1.0,146
12852,0.0,1.0,147
31411,0.0,1.0,148
17197,0.0,1.0,149
6827,4.0,1.0,150
13252,2.0,1.0,151
28929,2.0,1.0,152
24983,0.0,1.0,153
20925,0.0,1.0,154
9989,0.0,1.0,155
23012,0.0,1.0,156
20685,2.0,1.0,157
20061,0.0,1.0,158
6032,2.0,1.0,159
616,0.0,1.0,160
46051,0.0,1.0,161
23093,2.0,1.0,162
20851,2.0,1.0,163
20025,0.0,1.0,164
20054,0.0,1.0,165
39129,0.0,1.0,166
18417,0.0,1.0,167
47401,0.0,1.0,168
47047,0.0,1.0,169
28486,0.0,1.0,170
30007,0.0,1.0,171
20998,2.0,1.0,172
20050,2.0,1.0,173
32127,0.0,1.0,174
17959,0.0,1.0,175
12278,0.0,1.0,176
48434,0.0,1.0,177
23725,0.0,1.0,178
38133,0.0,1.0,179
19687,0.0,1.0,180
19040,0.0,1.0,181
38354,0.0,1.0,182
27791,2.0,1.0,183
1787,0.0,1.0,184
26953,0.0,1.0,185
2317,0.0,1.0,186
20041,2.0,1.0,187
6830,2.0,1.0,188
48629,2.0,1.0,189
38703,0.0,1.0,190
19705,2.0,1.0,191
10043,0.0,1.0,192
14213,0.0,1.0,193
46750,2.0,1.0,194
39511,0.0,1.0,195
8717,0.0,1.0,196
13734,2.0,1.0,197
48979,0.0,1.0,198
28698,0.0,1.0,199
